12/04/2025,11:04:16,b'Received packet: 215,38.370246,21.777205,12/4/2025,8:4:16,3.93,226.71,12.71,9,1011.72,18.95\r\n'
12/04/2025,11:04:17,b'Received packet: 216,38.370246,21.777205,12/4/2025,8:4:16,3.93,226.71,13.06,9,1011.68,18.93\r\n'
12/04/2025,11:04:17,b'Received packet: 217,38.370238,21.777191,12/4/2025,8:4:17,5.17,229.37,13.98,10,1011.57,18.92\r\n'
12/04/2025,11:04:18,b'Received packet: 218,38.370238,21.777191,12/4/2025,8:4:17,5.17,229.37,12.51,10,1011.75,18.94\r\n'
12/04/2025,11:04:18,b'Received packet: 219,38.370230,21.777172,12/4/2025,8:4:18,6.70,233.07,11.09,10,1011.92,18.95\r\n'
12/04/2025,11:04:19,b'Received packet: 220,38.370230,21.777172,12/4/2025,8:4:18,6.70,233.07,10.83,10,1011.95,18.98\r\n'
12/04/2025,11:04:20,b'Received packet: 221,38.370221,21.777150,12/4/2025,8:4:19,7.91,238.87,10.74,10,1011.96,18.97\r\n'
12/04/2025,11:04:20,b'Received packet: 222,38.370213,21.777127,12/4/2025,8:4:20,8.20,239.99,9.34,10,1012.13,18.97\r\n'
12/04/2025,11:04:21,b'Received packet: 223,38.370213,21.777127,12/4/2025,8:4:20,8.20,239.99,8.61,10,1012.22,18.98\r\n'
12/04/2025,11:04:21,b'Received packet: 224,38.370201,21.777100,12/4/2025,8:4:21,10.50,240.09,9.47,10,1012.11,19.01\r\n'
12/04/2025,11:04:22,b'Received packet: 225,38.370201,21.777100,12/4/2025,8:4:21,10.50,240.09,9.64,10,1012.09,19.05\r\n'
12/04/2025,11:04:23,b'Received packet: 226,38.370187,21.777067,12/4/2025,8:4:22,12.59,240.80,9.89,10,1012.06,19.06\r\n'
12/04/2025,11:04:23,b'Received packet: 227,38.370170,21.777030,12/4/2025,8:4:23,14.22,239.45,9.05,10,1012.16,19.07\r\n'
12/04/2025,11:04:24,b'Received packet: 228,38.370170,21.777030,12/4/2025,8:4:23,14.22,239.45,8.71,10,1012.20,19.10\r\n'
12/04/2025,11:04:24,b'Received packet: 229,38.370151,21.776991,12/4/2025,8:4:24,14.54,238.58,8.62,10,1012.21,19.08\r\n'
12/04/2025,11:04:26,b'Received packet: 231,38.370134,21.776951,12/4/2025,8:4:25,14.32,238.35,9.35,9,1012.13,19.04\r\n'
12/04/2025,11:04:31,b'Received packet: 240,38.370058,21.776664,12/4/2025,8:4:30,22.24,250.07,3.54,10,1012.82,19.08\r\n'
12/04/2025,11:04:32,b'Received packet: 242,38.370047,21.776594,12/4/2025l<84:31,22.34,257.20,0.29,1\xa0%\xa1\xa913.22,19.12\r\n'
12/04/2025,11:04:33,b'Received packet: b$\xa4<\x92\x08\xd4\x05b\xee\xafE\xe5>\x06=\x13\xf7\xbe\x9f=6\x1ej7\x13\xef5/\x028r%,:\xba\xa0\xf03\x13\xa6\xa8>.g4\xac2\x055d5(l\x070.2r,\x01P\x06\x02\xa3Q\xa3/\xa2\xf8\xac;9\x1e-9\r\n'
12/04/2025,11:04:46,b'Received packet: 265,38.369734,21.775765,12/4/2025,8:4:45,22.82,236.77,4.54,10,101;>\xb6Ll39\xee{\xbe\r\n'
12/04/2025,11:04:59,b'Received packet: 288,S:(U6<3eRj\x12\x13\xc8]q\xbdug$(02/4/202e)=?\x94\x12\x95\xb1$Q0.98,166.81<=!>\'"<A\xbb\x10\xd9\xd3~a\xceT\x98\x7f\xa1SXGC\r\n'
12/04/2025,11:06:18,b'Received packet: 422,38.368458,21.780171,12/4?r\xb8g\xd8`2N\xb3V\xb1\xd2\\.9\x15Y1-@t\xe0#\\8a\xf4\xb40\xc2 h\x17\x98\xcd\x1b3DEO4\xc3\xda\xe3\xa6\xb7\xf50\r\n'
12/04/2025,11:06:21,b'Received packet: 426,38.368682,21.780208%12/4/2025,8:6:20,47.84,22.78,-16.82,11,1015.27,18.33\r\n'
12/04/2025,11:06:21,b'Received packet: 427,38.368790,21.780352,12/4/2025,8:6:21,45.86,21.46,-17.00,11,1015.29,18.26\r\n'
